
Ecm Reference,Branch Name,Case Creation Date,Customer Name,Amount,Currency,Primary Owner,Case Status,Last Action Taken By,Product,Product Type,Event Name,Applicant Id,Expiry Date,Beneficiary Name
DELTA-42902,,11/04/2022 15:20:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42904,,11/04/2022 15:20:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42906,,11/04/2022 15:20:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42910,,11/04/2022 15:20:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42915,,11/04/2022 15:20:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42922,,11/04/2022 15:20:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42925,,11/04/2022 15:20:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42927,,11/04/2022 15:20:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42928,,11/04/2022 15:20:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42933,,11/04/2022 15:20:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42934,,11/04/2022 15:20:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42935,,11/04/2022 15:20:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42939,,11/04/2022 15:20:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42943,,11/04/2022 15:20:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42944,,11/04/2022 15:20:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42950,,11/04/2022 15:20:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42952,,11/04/2022 15:20:31,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42953,,11/04/2022 15:20:31,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42954,,11/04/2022 15:20:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42956,,11/08/2022 15:20:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42964,,11/08/2022 15:20:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42967,,11/08/2022 15:20:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42968,,11/08/2022 15:20:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42972,,11/08/2022 15:20:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42975,,11/08/2022 15:20:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42977,,11/08/2022 15:20:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42978,,11/08/2022 15:20:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42982,,11/08/2022 15:20:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42988,,11/08/2022 15:20:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42991,,11/08/2022 15:20:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42995,,11/08/2022 15:20:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42998,,11/08/2022 15:20:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42999,,11/08/2022 15:20:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43005,,11/08/2022 15:20:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43009,,11/08/2022 15:20:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43012,,11/08/2022 15:20:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43013,,11/08/2022 15:20:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43015,,11/08/2022 15:20:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43019,,11/08/2022 15:20:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43020,,11/08/2022 15:20:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43021,,11/08/2022 15:20:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43024,,11/08/2022 15:20:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43026,,11/08/2022 15:20:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43028,,11/08/2022 15:20:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43033,,11/08/2022 15:20:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43037,,11/08/2022 15:20:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43038,,11/08/2022 15:20:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43039,,11/08/2022 15:20:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43044,,11/08/2022 15:20:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43045,,11/08/2022 15:20:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43048,,11/08/2022 15:20:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43050,,11/08/2022 15:20:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43052,,11/08/2022 15:20:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43054,,11/08/2022 15:20:52,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43064,,11/08/2022 15:20:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43065,,11/08/2022 15:20:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43067,,11/08/2022 15:20:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43072,,11/08/2022 15:20:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43073,,11/08/2022 15:20:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43075,,11/08/2022 15:20:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43076,,11/08/2022 15:20:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43082,,11/08/2022 15:20:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43083,,11/08/2022 15:20:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43085,,11/08/2022 15:20:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43086,,11/08/2022 15:20:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43089,,11/08/2022 15:20:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43091,,11/08/2022 15:20:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43095,,11/08/2022 15:20:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43100,,11/08/2022 15:20:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43108,,11/08/2022 15:21:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43111,,11/08/2022 15:21:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43113,,11/08/2022 15:21:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43116,,11/08/2022 15:21:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43117,,11/08/2022 15:21:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43118,,11/08/2022 15:21:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43121,,11/08/2022 15:21:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43126,,11/08/2022 15:21:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43127,,11/08/2022 15:21:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43130,,11/08/2022 15:21:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43133,,11/08/2022 15:21:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43135,,11/08/2022 15:21:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43137,,11/08/2022 15:21:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43145,,11/08/2022 15:21:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43146,,11/08/2022 15:21:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43147,,11/08/2022 15:21:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43152,,11/08/2022 15:21:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43154,,11/08/2022 15:21:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43158,,11/08/2022 15:21:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43162,,11/08/2022 15:21:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43169,,11/08/2022 15:21:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43172,,11/08/2022 15:21:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43174,,11/08/2022 15:21:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43179,,11/08/2022 15:21:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43181,,11/08/2022 15:21:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43183,,11/08/2022 15:21:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43184,,11/08/2022 15:21:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43185,,11/08/2022 15:21:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43188,,11/08/2022 15:21:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43194,,11/08/2022 15:21:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43196,,11/08/2022 15:21:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43198,,11/08/2022 15:21:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43199,,11/08/2022 15:21:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43202,,11/08/2022 15:21:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43209,,11/08/2022 15:21:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43213,,11/08/2022 15:21:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43216,,11/08/2022 15:21:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43217,,11/08/2022 15:21:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43223,,11/08/2022 15:21:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43232,,11/08/2022 15:21:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43233,,11/08/2022 15:21:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43234,,11/08/2022 15:21:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43241,,11/08/2022 15:21:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43247,,11/08/2022 15:21:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43249,,11/08/2022 15:21:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43251,,11/08/2022 15:21:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43252,,11/08/2022 15:21:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43261,,11/08/2022 15:21:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43265,,11/08/2022 15:21:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43268,,11/08/2022 15:21:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43269,,11/08/2022 15:21:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43270,,11/08/2022 15:21:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43271,,11/08/2022 15:21:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43272,,11/08/2022 15:21:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43273,,11/08/2022 15:21:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43274,,11/08/2022 15:21:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43275,,11/08/2022 15:21:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43282,,11/08/2022 15:21:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43284,,11/08/2022 15:21:31,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43287,,11/08/2022 15:21:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43294,,11/08/2022 15:21:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43296,,11/08/2022 15:21:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43308,,11/08/2022 15:21:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43311,,11/08/2022 15:21:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43315,,11/08/2022 15:21:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43317,,11/08/2022 15:21:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43318,,11/08/2022 15:21:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43326,,11/08/2022 15:21:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43330,,11/08/2022 15:21:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43332,,11/08/2022 15:21:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43333,,11/08/2022 15:21:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43340,,11/08/2022 15:21:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43345,,11/08/2022 15:21:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43347,,11/08/2022 15:21:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43349,,11/08/2022 15:21:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43351,,11/08/2022 15:21:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43354,,11/08/2022 15:21:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43357,,11/08/2022 15:21:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43361,,11/08/2022 15:21:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43362,,11/08/2022 15:21:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43364,,11/08/2022 15:21:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43376,,11/08/2022 15:21:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43378,,11/08/2022 15:21:52,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43382,,11/08/2022 15:21:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43386,,11/08/2022 15:21:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43389,,11/08/2022 15:21:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43397,,11/08/2022 15:21:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43400,,11/08/2022 15:21:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43401,,11/08/2022 15:21:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43403,,11/08/2022 15:21:52,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43405,,11/08/2022 15:21:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43410,,11/08/2022 15:21:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43413,,11/08/2022 15:21:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43415,,11/08/2022 15:21:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43416,,11/08/2022 15:21:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43423,,11/08/2022 15:21:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43428,,11/08/2022 15:21:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43431,,11/08/2022 15:21:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43432,,11/08/2022 15:21:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43433,,11/08/2022 15:21:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43435,,11/08/2022 15:21:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43437,,11/08/2022 15:21:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43438,,11/08/2022 15:21:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43441,,11/08/2022 15:22:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43442,,11/08/2022 15:22:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43446,,11/08/2022 15:22:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43452,,11/08/2022 15:22:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43457,,11/08/2022 15:22:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43462,,11/08/2022 15:22:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43463,,11/08/2022 15:22:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43467,,11/08/2022 15:22:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43472,,11/08/2022 15:22:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43474,,11/08/2022 15:22:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43479,,11/08/2022 15:22:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43484,,11/08/2022 15:22:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43488,,11/08/2022 15:22:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43493,,11/08/2022 15:22:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43499,,11/08/2022 15:22:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43503,,11/08/2022 15:22:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43506,,11/08/2022 15:22:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43511,,11/08/2022 15:22:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43517,,11/08/2022 15:22:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43523,,11/08/2022 15:22:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43524,,11/08/2022 15:22:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43542,,11/08/2022 15:22:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43544,,11/08/2022 15:22:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43554,,11/08/2022 15:22:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43556,,11/08/2022 15:22:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43560,,11/08/2022 15:22:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43561,,11/08/2022 15:22:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43562,,11/08/2022 15:22:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43565,,11/08/2022 15:22:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43570,,11/08/2022 15:22:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43572,,11/08/2022 15:22:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43573,,11/08/2022 15:22:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43575,,11/08/2022 15:22:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43577,,11/08/2022 15:22:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43579,,11/08/2022 15:22:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43580,,11/08/2022 15:22:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43586,,11/08/2022 15:22:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43587,,11/08/2022 15:22:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43589,,11/08/2022 15:22:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43590,,11/08/2022 15:22:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43595,,11/08/2022 15:22:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43601,,11/08/2022 15:22:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43603,,11/08/2022 15:22:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43604,,11/08/2022 15:22:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43612,,11/08/2022 15:22:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43614,,11/08/2022 15:22:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43616,,11/08/2022 15:22:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43619,,11/08/2022 15:22:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43624,,11/08/2022 15:22:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43626,,11/08/2022 15:22:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43631,,11/08/2022 15:22:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43634,,11/08/2022 15:22:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43637,,11/08/2022 15:22:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43640,,11/08/2022 15:22:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43655,,11/08/2022 15:22:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43658,,11/08/2022 15:22:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43667,,11/08/2022 15:22:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43675,,11/08/2022 15:22:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43678,,11/08/2022 15:22:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43681,,11/08/2022 15:22:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43684,,11/08/2022 15:22:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43686,,11/08/2022 15:22:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43689,,11/08/2022 15:22:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43691,,11/08/2022 15:22:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43693,,11/08/2022 15:22:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43699,,11/08/2022 15:22:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43702,,11/08/2022 15:22:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43703,,11/08/2022 15:22:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43704,,11/08/2022 15:22:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43707,,11/08/2022 15:22:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43711,,11/08/2022 15:22:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43713,,11/08/2022 15:22:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43714,,11/08/2022 15:22:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43715,,11/08/2022 15:22:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43716,,11/08/2022 15:22:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43717,,11/08/2022 15:22:52,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43719,,11/08/2022 15:22:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43720,,11/08/2022 15:22:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43734,,11/08/2022 15:22:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43736,,11/08/2022 15:22:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43739,,11/08/2022 15:22:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43740,,11/08/2022 15:22:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43742,,11/08/2022 15:22:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43744,,11/08/2022 15:22:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43745,,11/08/2022 15:22:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43746,,11/08/2022 15:22:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43748,,11/08/2022 15:22:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43750,,11/08/2022 15:22:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43752,,11/08/2022 15:22:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43755,,11/08/2022 15:22:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43759,,11/08/2022 15:22:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43761,,11/08/2022 15:23:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43778,,11/08/2022 15:23:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43781,,11/08/2022 15:23:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43787,,11/08/2022 15:23:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43788,,11/08/2022 15:23:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43789,,11/08/2022 15:23:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43791,,11/08/2022 15:23:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43795,,11/08/2022 15:23:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43800,,11/08/2022 15:23:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43805,,11/08/2022 15:23:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43808,,11/08/2022 15:23:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43809,,11/08/2022 15:23:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43817,,11/08/2022 15:23:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43820,,11/08/2022 15:23:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43823,,11/08/2022 15:23:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43834,,11/08/2022 15:23:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43839,,11/08/2022 15:23:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43840,,11/08/2022 15:23:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43842,,11/08/2022 15:23:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43846,,11/08/2022 15:23:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43849,,11/08/2022 15:23:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43855,,11/08/2022 15:23:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43859,,11/08/2022 15:23:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43868,,11/08/2022 15:23:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43870,,11/08/2022 15:23:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43879,,11/08/2022 15:23:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43886,,11/08/2022 15:23:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43887,,11/08/2022 15:23:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43888,,11/08/2022 15:23:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43889,,11/08/2022 15:23:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43890,,11/08/2022 15:23:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-43891,,11/08/2022 15:23:23,,0,null,,Sanction New,deltaadmin,,,,,,
